"url","post_date","date_count","time_of_fetching","header","content","image","video","likes","num_comments","num_shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid06wh64xMPZsSa2gaiYF91bEom1NNnz82r1bQ46UPeyAWyPZE2cDgrN53oxfJoyGgrl&id=100075537623150&__cft__[0]=AZW_qDZ-Fj4OKK_BMxS-Iy6-8qnM2xsRouXjKXO0rMn1nuKXxZkYSpVlH-PGjRLFO2iNXzwgZYyBbLDaHfc2hqNi914jisBA_eb6iWDl5ar3XQo2T5AqqesmMGCgbx4RB-LQDGTsYCUQ3fyuipUh3TX--bDo4S1oJvIQbgDIcJEFAzWsIus0W1V7VPiM-UDi-kKwujcVciJ0-mU_emBmNY3o&__tn__=%2CO%2CP-R","2024-04-04","2","2024-05-06 13:14:09.684872","La terra è vita...a me piace il mio lavoro e ne sono orgogliosa.","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434950222_434129469114970_361083731561437002_n.jpg?stp=dst-jpg_s640x640&_nc_cat=105&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=albUNIoaxBgQ7kNvgHR9NB4&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfD0NiWwCyl85gD594JDRX_jJ2fCzJzaA2UIuAHggG-uVw&oe=663E97DF","","1K","81 comments","131 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02Ywt98aLpvAF4EYvSZJaRqgHaa89FTE51fUQTKywv4GN4syscTqCHGifCCJQ5AXd7l&id=100075537623150&__cft__[0]=AZVFszOnbUwtzMtl57-FHGMEE-8Az_Rk82wduXl_xnFw8ZSqcPUCCG7Mv80Wm7xJwdH8FvtGJsEri7FmYTa7enKg9cKWXEeWiVjcGvKryMwklIieG_QlmJ5vzcUGX2-FUMQioMEJblP3IwrtoCR7GdG8mtYMK-uXdN41dsTOqpKtoF9T3_T_ivdJ43HcVxnARfacvchHwLIo6knhWpLyp6tu&__tn__=%2CO%2CP-R","2024-04-04","3","2024-05-06 13:15:28.004055","Pioggia, fango, freddo e notti lunghe.. Ma nessuno ha mai mollato","","","blob:https://www.facebook.com/530c72a1-ea51-4ef2-b8fb-c6411e519733","1.4K","115 comments","267 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02Tx3DAhGy2Wyxk5FWRxWtddj7Topv2ZqqzW3MTjjBR4pEoAiGKYH1ugA3LZD8Ducrl&id=100075537623150&__cft__[0]=AZW58efrEgiAkE8FXuh-EpZ9W1I5jT1HM1aR41CGbZE6w7nL8TKGDCe_llVTFtS4fA366vnzFzuTT0I_FWUucizNQ0o_kWinr95TZF3L6oyrzEMW5473qRb2fRuV1b730R0m5CHdJTPEukaTfsuDJs2pyd5x99xIS-up4gKFTPL5zjQmZZ4EMxq1gx6RKxRUxxgBzKwrUDub-6bSVUwvxY-B&__tn__=%2CO%2CP-R","2024-04-03","1","2024-05-06 13:16:57.144433","Il C.R.A.. NON MOLLA E NON SI È MAI VENDUTO AL NEMICO!!!","","","blob:https://www.facebook.com/b533afcf-aab7-4e0a-b259-f204932320a7","660","66 comments","254 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02K8iXSZy4ZQaHJBArVp2mASd1X7Ug8X8azVdcPuiuDRUkYvwTknngr9Fw9i3yZFmal&id=100075537623150&__cft__[0]=AZVetxOpiuuewWl3Sgztx_Ik9VuGqcE3EifN0t68cZs5SzJxuV8Ubg1yb88f1bHsfINHa_OrKvfqqK08ikSP3ngC1mV9SHOL-PzIiT_DsnLAXu5vBnXUhJQn02Zf6TTKClz7UyP9LI7gJgKctdiE_hJj-CCNHv8dQQ96r8VVDJ1JZcQm9clrKhN5-lgKUZm5l9TrNpP5gMLhEgeViQsmCCvU&__tn__=%2CO%2CP-R","2024-04-03","2","2024-05-06 13:17:35.936561","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434881062_433642195830364_226815717790817443_n.jpg?stp=dst-jpg_p526x296&_nc_cat=105&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=IHlBIhELR6sQ7kNvgGXbdux&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfCH9zVYRk236R6-hLwJxv52FIBFDY3dzYEqiCOA0Dvbcg&oe=663E7DEB","","2.6K","173 comments","423 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0VymXJPnBEu25zfSizQbC4vravhP4Mh4vF4x4KFMLvPD85ppFQ63zqoXPxQx9jBDCl&id=100075537623150&__cft__[0]=AZV6zdTjDsAgGPi1nhS3PRuS60b3YDheqrxnEDa1qEXtu2jVzSsel9LBom-vLbWbFJ0Rvxs5UG_x85o73OiLQDiAQNS1HRL2sv7IFjCNtLyBgCZN5T-pv-ucU-p6UEPNJgqWR9ToDUWWeuUTp_BIX_MaZfSHsh3R8M0Q8t-pmUZhrLtsvof7VDC6X0lqUXkHYb6Ok7hNnISx34FwUeiouWU0&__tn__=%2CO%2CP-R","2024-04-03","3","2024-05-06 13:21:17.905580","La terra, il trattore, l'aratro.. Questo è il nostro DNA... Unitevi a noi per difendere il vostro cibo da parassiti pericolosi!!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434959894_433512452510005_2590344087977249480_n.jpg?stp=dst-jpg_p180x540&_nc_cat=105&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ecrSbVGfD3cQ7kNvgEvEAqI&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfCeMUiUCL0KjT4GD9PGqr_dqZzFxNCZZhx1kl6t2yP0Xw&oe=663E768D","","1.4K","110 comments","258 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0wu3aAt4pQdfJP4U8cNZ2Zk9j3Q9NoRDojJwiBHwPQWdktZ2o2CuZ2hPTk1nkkC5dl&id=100075537623150&__cft__[0]=AZXpcbRx1jtSNOPUL3886wKHW9m3ez_SYdA5VFcJdMyrPgSDUrMyi2jIq6TWCwHqC2-dVlZFY3mcsY78qNvDHquf0XGkmqBCnp4iJS2owaO5BONdQxay23Aw95Qsv9DNHS85EBZdu_B-WLLcIRhVH0ZSK0x4I2dNDUqw3vX5nAUKmakuq3P-hNunJJ05XO4WddhUqr9ZY2lIni6_ssnIVRzv&__tn__=%2CO%2CP-R","2024-04-03","4","2024-05-06 13:23:54.651427","Anche di notte, non si è mai mollato..","","","blob:https://www.facebook.com/49e0fa47-6fea-4f5f-abe2-60dd96bf6e07","1.8K","130 comments","317 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0jHfXXcc97ec6bJC7guqWauz6MWibnyDpohUDu5zC5gs1WDbJqmmx8hRFEZ4ubprCl&id=100075537623150&__cft__[0]=AZWGl4HxSX_SES8wxZQQIWyfKGWy1v5rlHVUDcbfFg2LG5llD6aECiMTy8aFk8HGr3x4zROygSdFkT3n63P-CagnWEK2K4ekJtbR9AsqZjIM_PrCLCTPheLoWkclDnR6SoUWant6PHqYFl1maz3cZl1jX8i4RT20NHU3dAIjwdhsVmlZNdJXpuy2FSwOAVXAUiId6q4Q-fvXuCWqRn0Het5w&__tn__=%2CO%2CP-R","2024-04-02","1","2024-05-06 13:25:14.729763","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434951138_433094312551819_6230779466509208755_n.jpg?stp=dst-jpg_s640x640&_nc_cat=103&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ltrihLPAheAQ7kNvgGdX4_G&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfCvbpW09ScWanRJsf1x73JdSNJ9_e7ZxvNvmCeEvk4gMQ&oe=663E8FFE","","142","12 comments","11 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0KFGdsx9hhHTrxY8eYc2TyePaPgC2eSrirUta3PdACmCt3eovdbUDNp2Bhj16wqiZl&id=100075537623150&__cft__[0]=AZVyo2fiLUqXbGLCpcJr0JsVZ9cZyJwx-7NEffFIHiWgnuSR2ZfeKIkaZgsquB1R1uYEumRwalQCgsDHpvPqxjRQQ8vtE3_3HZx-tfu_fPV26KKzEyHUAGisXECBdCAt9bSenyRSwyVPnsAaBeV5_iSXHMaLVsSVtDbyV4MRPz486XtkegpdV9i51TSqrgVLXUR1vhSSdA12H5s_U-nmfz9o&__tn__=%2CO%2CP-R","2024-04-02","2","2024-05-06 13:25:34.999382","NON MANCARE!!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434942597_433001702561080_4217295718812045120_n.jpg?stp=dst-jpg_s720x720&_nc_cat=101&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=cbgUnC2r4CUQ7kNvgEbZz4p&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfD1L_3vHCE_Sh60a3UvNyjYFEDWj8-vHZYWuYUIGzST-w&oe=663EAC7C","","241","19 comments","66 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02h5tVcWJmLFVAra5wpNuWgxJTzW8w1QNREdo1A6TBXuAqG6WMX6Qr5kYRQ2pcY3JAl&id=100075537623150&__cft__[0]=AZXQCr1jNCWa9IiQzc5AU69fNNz0Ja8PiZ8HiLHKT_VqOVAnqom4M-0DC-lzduA2U2jNVm_C2Fr5wV4kQ4Ub7Wp9AmuQkbPd-5UhsrLq3Cy0dvp-OfWpJLPVfpt5A15P3zLANQoFrHLzm-g-oQ0yFi7NWGU1HPXwxIHsTLvriL1Q5PzRhCmdt1uIpADs8vmK8Z6T70wY_iN1aPMuL1hGmeVH&__tn__=%2CO%2CP-R","2024-04-02","3","2024-05-06 13:26:01.019060","Ecco perché lottiamo vogliono distruggere le nostre eccellenze.. Lotta con noi!!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434945233_432938725900711_5142385002587537252_n.jpg?stp=dst-jpg_s720x720&_nc_cat=103&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=QNycTtWPRl0Q7kNvgFSeqwn&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfBb32B9aS6uzmVsi1tV13ZLlavMGyE71Qv9XGFXsnvu5Q&oe=663EA802","","2.1K","147 comments","484 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02ZtACx4oiUn3nqoZYdj9PTEpLVkyBziA7pSXANRjQsmoahispXCHppjDF3Nqc55U6l&id=100075537623150&__cft__[0]=AZXgNNP00UK9np-xSa-G03vtUmuFtBj37CdpJzli_huVKRvG-21MuQutdh_6HRidRxwVNpjf-oJpKsMIh_XGe29tCW5GPTbVjasx1YS4d2KrDsdoGwdFimzSfjQl9Uej9yqDdGpOtdPpeD6KZVMFOLogGJYsT4CMdx0Ltus7gGGaVSkxGHKKlL5HneMElnt41qA_SBw5xFuyLnbkmv79zN2o&__tn__=%2CO%2CP-R","2024-04-02","4","2024-05-06 13:29:24.900119","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434928518_432896079238309_3397769562742075018_n.jpg?stp=dst-jpg_p526x296&_nc_cat=104&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=C6MkYCza-1gQ7kNvgEC5Aa5&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfCP0dK6j5BsvtvIdfh8nLMFK4YWru0MkBNCHDBOWRs4Pw&oe=663E976F","","1.1K","35 comments","108 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0aWduiDRhponDzuKCvpVeuzdXp1r7gwoDjrv7cWeebmPc5DyUYpnvnPbLy1LQxfdVl&id=100075537623150&__cft__[0]=AZWKMFwtdS_GSi3rouuLJNL0RvGmBOe4Av7eEqHrnyM-AcoftktiZvpGajRK3Ufib8_sJX24scX9NxJtVfqk_VAwZHiroM9yBWzAr7qA__NEzTx9CZqVnO_lxsazu4ibeqgqqYlFv0PeLXiacf5SBFcfP65Gauf_VIpVaceSqqQj5KpBexvJOxWV9vGL1N5F0Zf_qvpK3TfW6vEz74hik7xv&__tn__=%2CO%2CP-R","2024-04-02","5","2024-05-06 13:29:45.502334","Giovedì 4 aprile...GESTIONE CONSORZI BONIFICA FALLIMENTARE..mandano cartelle da migliaia di euro per SERVIZI MAI ESEGUITI...fanno pagare agli agricoltori e ai cittadini ciò che non è dovuto.. Borgo Montenero San Felice Circeo.. Ore 1930","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434404647_432863129241604_5900413439973796808_n.jpg?stp=dst-jpg_p180x540&_nc_cat=110&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Z-7U5tucLEkQ7kNvgEAiXd_&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfBTRXJQscI7m7mUX63PVI_Ar2Prsfm4ftvHU9-fhcC74A&oe=663E79AD","","522","26 comments","95 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid031La6XAhzwuHqtXWrfxHtEKu8GwahJaBEDAymVXZBQGuXtEifbufutoVjmWCRmqaKl&id=100075537623150&__cft__[0]=AZUqWFE_vGeozJIWgv6vJQYwOacPmNnDqJEYuA9ydluXOUmXKo3iPZB11EY04iR8gy8kWUTXUt3Zh19kPzZFxosAHRLvG45GcbjV0S4UddFt6b5IV2LvNQHVTOUsYzSc4pqjdxcaSejH0JIAzQkTPm0oAS6VhTbkNk35UjX_drpCaVNYTfMM-pEc-zG-0wsCWxnOyn6IocdDA0BzCxMM-zb5&__tn__=%2CO%2CP-R","2024-04-01","1","2024-05-06 13:30:16.645394","","C. R. A... NATI PER COMBATTERE CONTRO UN SISTEMA MAFIOSO E CORROTTO... NOI NON MOLLIAMO!!! E CHE DIO CI BENEDICA.","","","2.4K","162 comments","250 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0KiTrCR5arjmntvePbhxYKwfqofcWZH7QBgEqtEQZcBg6xAtRgXHpBqjUKmdcRdRMl&id=100075537623150&__cft__[0]=AZWi3Y1x_hTX1mvi-vqZfCf2mdD-ZkTHZZVfbeYpkxDFOjytgDQU2NHpd1nWzXTGK7_CQRPtdkeFQ4kjzSIZ1dcFF4HgxhDa60Pvbp-ULlfZN8iTmic5qJZvr2A76P4kL50RZmV9TjHqNkBhdJ2yabUS3fM6vukNivAgxV0ZxCO435uYHQr_q3nCwxCf-T4-PQT3rpXv5XS4MEoZFGtrftzx&__tn__=%2CO%2CP-R","2024-04-01","2","2024-05-06 13:32:56.456722","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434930723_432318032629447_6939575908885028832_n.jpg?stp=dst-jpg_s640x640&_nc_cat=108&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=I3v2j6XzexMQ7kNvgG15f8G&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfBHhe_j3DKt9BUn9JlMEF2SlaD7yCdVEHKVUwxXrG5ZSA&oe=663E9ACF","","2K","139 comments","539 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02qX3Hm28Df69SrBaZy13dgkoowr6AsZbrh6FD7ZtanxN2YwHD6NbALRsccpAEmvSal&id=100075537623150&__cft__[0]=AZUDoGnSUofjG0rC7t_8CUUDaLiZAAmJ_2rn5MDl2wX65G0626PKJhJimQBcRbmkbpGz_35Q-Jn2mtayMmz67fXWaTuXO5vOqQ-IhS6qWSJ443Ef3JEuLqw-BT095hk929K_cjuemk_w4JcBFgm4gS2n1BTIypW5dZgdfePqmlKlkNRmAERVQsv6F9WzBMC_R2PP3oRJ-1sl-_jeTh2Zkxim&__tn__=%2CO%2CP-R","2024-04-01","3","2024-05-06 13:35:39.355077","Francia, non si molla... Nemmeno noi!!!","","","blob:https://www.facebook.com/7957623a-0c09-41b9-9fa5-6cb1d0c1c815","2.6K","239 comments","578 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02TDmt2GCBkA1hgEPoNXDBc8SMr47fDJ2Fens7p6YuSXyjZzQRi2FFYDHx8eJ7uAJSl&id=100075537623150&__cft__[0]=AZX81CZupTVN1y-1DxQg1XFJM8G9yxmwubpZ2T05iexkVAskniGiI9w5rJ3iGT56eXme-LY0B93zCcRZaVkMyxiUHmdoc8O4iN9WpOfDsWqx7_CipQdmNVR7InV-2uGw3i_DofjfrHfOhAdJRi9D835vNs16jn3g2Bp7xUxDJSXR-JIhxvduDYLVY7Ue81IP3IUlOJx11efavAScl9mimK6g&__tn__=%2CO%2CP-R","2024-04-01","4","2024-05-06 13:41:56.901512","","Con Un sistema corrotto, non si tratta, lo si combatte!! W gli Agricoltori Italiani e che Dio ci Benedica!!","","","861","21 comments","83 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid025cUjXDDTwJUSbc4yfBJqDTvLxm56GoPTLnhtkkBss8DxZigUJmh6cnY2c9AmzpBwl&id=100075537623150&__cft__[0]=AZVWc_gImlv7vTfNnx_yjV6l99ZgQ4Y2hZKDz8qjw1ORlNuUXLc8NePQs3bl1oIblfacJs4TeglD8JYtayFhwskhrTv1lPjZfXwyau0PFK5iDbFt00jNqyoID8ksLOjMYhnsrCAbETc86aHltUTAfig3HAiiOokyjUPiEY6ZdMiS62ms1frfAyNDPNHMQw2VAk6tVanihuUDRUpzy2uN--PX&__tn__=%2CO%2CP-R","2024-03-31","1","2024-05-06 13:42:14.501676","Presidio di Gulfa, oggi si è celebrata la Santa Pasqua... Non si molla!!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434879234_431771639350753_7299872870933830155_n.jpg?stp=dst-jpg_p180x540&_nc_cat=110&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=rUvncgxWAeIQ7kNvgGHNLAi&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfBJdhRhWTM3m39W4ISjD_MGV59SLF7uOjw26X9LxWMR9g&oe=663E8028","","1K","101 comments","126 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid055uDognjRihr9qYWUdzZx2Z8AwhZeREJ9hofBvwChswA8wUTDQ9GSsPMvTYGLNTjl&id=100075537623150&__cft__[0]=AZUmR_V3MWfpYMYpPJdtzQAuhbgsTWZ3uq0hpyIWcwpp4tO75wItSpdxIsct4jm8bPJ88DNE68isLsoD9m8uX_zT_Pa7DHMr616m6NozETDmyrw8mXcfbnauVncmxAKQupJ5ZR7uej8ZykARtZW3PopJV093U08j-2fgpRxIBFS7A5_k5RDqmBYzIksufqfC9XgXq4BCSL0btso99j79ys83&__tn__=%2CO%2CP-R","2024-03-31","2","2024-05-06 13:42:56.087426","""La freschezza vien dalla campagna""... Questo mi diceva sempre mia nonna.","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434959964_431740412687209_7837477222604433114_n.jpg?stp=dst-jpg_p526x296&_nc_cat=106&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=xl5RtIB1dacQ7kNvgHRhc_r&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfB4hgnKamMcWDJiKz3JhrpUa5i9m8D1Y2XPaSy_6zSBAQ&oe=663EADA8","","580","21 comments","41 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0Y8vUZR4oK5s3Y9cMZQK1oq4qT1wgdWUWuqgNyEE39DMmZSkrVMBQM3uVceqgffWgl&id=100075537623150&__cft__[0]=AZWGv_TDe9hbBpeUXeVv45yec_7G7KqHiVja57XlAm9BqW3aJAbvlSvqxxkQhSD6V-PgoLVyf-BRFEGWbQq5Yg0AzbxPovKMGHD3lr8-k-HDhUJu6bYi8RkUfL-Tk5dyROJ7i--t0qjGrm_IGtg97nvXMNn-r-mSPpMAM3ksE5GdacjbT-usZJKDSXE-ng8vDsQQQginEnZz6YOiBISYw-FR&__tn__=%2CO%2CP-R","2024-03-31","3","2024-05-06 13:43:21.881106","","BUONA PASQUA A TUTTI... E CHE DIO CI BENEDICA!!!","","https://video.fmxp5-1.fna.fbcdn.net/v/t42.4659-2/435018787_7174157882703209_7566488673978077668_n.mp4?_nc_cat=108&ccb=1-7&_nc_sid=a3d3d5&_nc_ohc=c7gJaee9xHwQ7kNvgEAACM2&_nc_ht=video.fmxp5-1.fna&oh=00_AfD83T_HZEowipDT0LHAG8SLLVVSMimR3m4NGjTnL0KFXg&oe=6638DF0E","1.9K","330 comments","96 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02FMeAyFcG64JFRPaTz648WoLwJb3fwxgJUs9mD4zUqVhMQnZuD8is8JHD2wyxccfzl&id=100075537623150&__cft__[0]=AZXYzyj1yDjQTC24ehoSzMoHpOHitf7gXDDMOHVlS66RaoPtj0-wS1RNzz5D6WGgT-jRxQDKw21Z0USem6BDt-Qb05HcyFzm_UIJmndDhmg_an9jkdohNjw80DnxVSwWzW8aT2WwS7Zg8hPC6vCTnxlY_WSpl_Gd-bIrjLvDf0KxlDCwybc5zbIEuWJ1fjj3yhGl00G6pJ9sAHrPMS2HuhCH&__tn__=%2CO%2CP-R","2024-03-30","1","2024-05-06 13:44:29.604516","","L'azzeramento di tutti i vertici della Coldiretti e non solo, sarà l'inizio della rinascita per tutti gli Agricoltori!","","","1K","71 comments","105 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid09YqbsSuURwQ4QnD1jaf3PUjcozsJt7Xy5cLEshxtErDPzcyoK4ZZZNcqNpJdQCFql&id=100075537623150&__cft__[0]=AZX-cRziS5HbDQCR753Y2eRzP3cUs4HXUbmSKzIzigISGvHLlWD8WWTrITPXHnKJwzyDXtGMybZNEPLTuhLK-cGuHYgVReXjwrvXJ1zBG8WNKDfkKz_I96k29t_yqWlC4_N-s8h90KKbBmcJ4xjCb0u43J0dW14aiFtWwkKYKR0jkK0XlcXI9tBiejNzKcwBvodGZ2nL6gVRYr6Fl4jI7otdxHVwTGvO7cHBv_tF2N-bKA&__tn__=%2CO%2CP-R","2024-03-30","2","2024-05-06 13:45:50.310818","Effetti speciali...","","","blob:https://www.facebook.com/4cbea148-3f81-4688-9830-bc16ac03874d","941","44 comments","100 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0buTCzBvvpTSp5XHio8NDLUmtVtjYTtCwTEkzEJqsFo3489ArVVZ1rmjgg5F7vsfml&id=100075537623150&__cft__[0]=AZXcSX5HD062Bz-cTTAtSaApSTQd9dRyr-_Bm08KMYYth6Q-3BtqkhtjrRku44ct3h7Wt2cpyQX9hSWTyUVvo4ITtDbC6T0semNoeBWEizkaIryT74pOtc4SZK_IkrbmP7mE1Un42Xzl-uFi6Rym45A6dkSZJXol3j0Iq3eA05TYvwjaj4SVgrrq2-YUFR_OMfA6I4_W5cZZVHkA-jeME_HR&__tn__=%2CO%2CP-R","2024-03-30","3","2024-05-06 13:46:36.102316","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434881801_431198229408094_5289530888873956580_n.jpg?stp=dst-jpg_s640x640&_nc_cat=104&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Hp1ShOkOV0AQ7kNvgEvBa8c&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfCXo2Bl044gHdR1QF3sK_ymfKnJRqmLhMrSd8QjrnIrsw&oe=663EA6D1","","909","17 comments","141 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02aHXkJfxazLvmuL9wGAMHHju9FU6miBV3cyp787B1SnnDuGhvAcDt4GcPJkHrQ9MEl&id=100075537623150&__cft__[0]=AZUNRpXRnA5rc9YMlI6GoeZG1AVE7kernR0RGJnscTHJWJiy-UWqQp7tBTGb8x1wL9RRUhUqc2rNbnBsJJs7Qv0L97SVgbZK4e1sNZjIn8fZxeJXCJWsS34Ps0KkUUgDScazyEqCddrUEb3aFuvXqeQ-D2vA17mpVR3EybqTaiyqF8wN4pEhiYYvJdXjOPDulxlcPurL1HFROIvJocPxfbW9&__tn__=%2CO%2CP-R","2024-03-30","4","2024-05-06 13:47:07.337695","Avanti tutta...una lotta sacrosanta!!!","","","blob:https://www.facebook.com/56e5abe7-e64c-468f-983e-9ea23cce2b10","2.1K","171 comments","393 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0mLA7sWVcQ4UpgaC4Psi2yqhCtk1WcHNPBxSW4rysvCnnFBW31Jv6QPFrwAJoqvGGl&id=100075537623150&__cft__[0]=AZXT1cRQsKbJW4rjv4_FjcmcR3KLZWHXKa5a_KF2257UPxvLK3HclfC8FVqAx67eSkDhGibPoSNajU4yBq1lrRcFj1s1OVDcpPqodul46knKENNWyBFByzFSazLqJxd-qvyT9wRMWnpyNUrhCAXQXcKtvY2hjzLJMpl9kq1YEwVqVGLEKbEo0jCYaZsywlKiKtqSkaATKIcnJVXNsvx7R-K9&__tn__=%2CO%2CP-R","2024-03-30","5","2024-05-06 13:49:25.195769","Dopo oltre 70 giorni di lotta, ci si rende conto che: non solo non si deve mollare, ma che si deve organizzare qualcosa di molto più forte e di incisivo..tranquilli politici venduti e sindacalisti agricoli corrotti, CI STIAMO ORGANIZZANDO PER NON FARVI SENTIRE LA NOSTRA MANCANZA... A PRESTO PARASSITI!!... E che Dio Ci Benedica.","","","","1.3K","154 comments","198 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02SiqKaZBuj8V9yJwSHFXDEodWRtc7YmjDpKvSMmnD633CG4ptxdnU2XwLCfAPu8i4l&id=100075537623150&__cft__[0]=AZVF8jtOzpYkQWrRMqSOM4BEs7SnZn_ofrmBLamQjwJ_uMuYlL4fMZmY6pXPOI6d2Z9H2zbbFjUsUyPGi7gmh46ufRE0F3wfYfI_Vxook2CAMF4dBjFuG5OFD-VvwYkWb50iCuCzrnLIpOJ2SK3L0SWNyLQ8lq0qaxgeCEAVimFxgjgCEquUNnW5KluKT9kdN-VYoN8fmKnVimnL71gIF2Qd&__tn__=%2CO%2CP-R","2024-03-29","1","2024-05-06 13:51:17.432945","La nostra terra produce solo prelibatezze, aiutateci a difenderla.. E che Dio ci Benedica!!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434960245_430525962808654_4367215276904874836_n.jpg?stp=dst-jpg_p552x414&_nc_cat=105&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=rG65VFMDmdMQ7kNvgFApqHD&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfBetCi9KbUjiroWdrMixPlXMq6uMD94Cmk48MNteVKrSA&oe=663EA621","","1.8K","121 comments","226 shares"
