Year,Member State,Region,Economic Size,Arable land (ha),Economic size N,Total Utilised Agricultural Area (ha)
2006,(IT) Italy,(250) Liguria,(5) 100 000  < 500 000 EUR,21.19,173.4,21.44
2006,(IT) Italy,(282) Umbria,(1) 2 000  < 8 000 EUR,7.21,6.800000000000002,8.64
2006,(IT) Italy,(282) Umbria,(2) 8 000  < 25 000 EUR,11.26,15.5,14.25
2006,(IT) Italy,(282) Umbria,(3) 25 000  < 50 000 EUR,25.78,35.6,30.33
2006,(IT) Italy,(282) Umbria,(4) 50 000  < 100 000 EUR,46.39,71.10000000000001,53.16
2006,(IT) Italy,(282) Umbria,(5) 100 000  < 500 000 EUR,89.01,201.0,109.51
2006,(IT) Italy,(291) Lazio,(1) 2 000  < 8 000 EUR,2.79,7.1,4.4
2006,(IT) Italy,(291) Lazio,(2) 8 000  < 25 000 EUR,4.14,16.5,6.62
2006,(IT) Italy,(291) Lazio,(3) 25 000  < 50 000 EUR,7.6,35.0,11.27
2006,(IT) Italy,(291) Lazio,(4) 50 000  < 100 000 EUR,23.96,72.10000000000001,27.95
2006,(IT) Italy,(291) Lazio,(5) 100 000  < 500 000 EUR,70.14,198.9,78.86
2006,(IT) Italy,(291) Lazio,(6) >= 500 000 EUR,134.77,1464.7,156.13
2006,(IT) Italy,(281) Marche,(1) 2 000  < 8 000 EUR,6.39,6.5,7.22
2006,(IT) Italy,(281) Marche,(2) 8 000  < 25 000 EUR,13.17,14.9,14.18
2006,(IT) Italy,(281) Marche,(3) 25 000  < 50 000 EUR,20.3,34.5,23.56
2006,(IT) Italy,(281) Marche,(4) 50 000  < 100 000 EUR,39.49,67.5,41.53
2006,(IT) Italy,(281) Marche,(5) 100 000  < 500 000 EUR,91.39,188.1,100.71
2006,(IT) Italy,(281) Marche,(6) >= 500 000 EUR,198.17,1065.2,206.06
2006,(IT) Italy,(302) Campania,(1) 2 000  < 8 000 EUR,1.88,6.6,2.9
2006,(IT) Italy,(302) Campania,(2) 8 000  < 25 000 EUR,4.03,15.9,5.76
2006,(IT) Italy,(302) Campania,(3) 25 000  < 50 000 EUR,9.85,35.8,12.97
2006,(IT) Italy,(302) Campania,(4) 50 000  < 100 000 EUR,8.84,71.8,13.33
2006,(IT) Italy,(302) Campania,(5) 100 000  < 500 000 EUR,15.56,239.6,22.09
2006,(IT) Italy,(302) Campania,(6) >= 500 000 EUR,45.54,1129.9,55.07
2006,(IT) Italy,(303) Calabria,(1) 2 000  < 8 000 EUR,2.9,6.9,4.22
2006,(IT) Italy,(303) Calabria,(2) 8 000  < 25 000 EUR,3.49,15.6,6.39
2006,(IT) Italy,(303) Calabria,(3) 25 000  < 50 000 EUR,11.98,35.9,16.87
2006,(IT) Italy,(303) Calabria,(4) 50 000  < 100 000 EUR,14.21,69.4,24.07
2006,(IT) Italy,(303) Calabria,(5) 100 000  < 500 000 EUR,58.31,182.9,84.89
2006,(IT) Italy,(301) Molise,(1) 2 000  < 8 000 EUR,7.91,6.5,8.81
2006,(IT) Italy,(301) Molise,(2) 8 000  < 25 000 EUR,15.02,15.9,16.49
2006,(IT) Italy,(301) Molise,(3) 25 000  < 50 000 EUR,26.98,35.1,28.72
2006,(IT) Italy,(301) Molise,(4) 50 000  < 100 000 EUR,40.32,69.60000000000001,42.88
2006,(IT) Italy,(301) Molise,(5) 100 000  < 500 000 EUR,42.5,192.6,53.56
2006,(IT) Italy,(292) Abruzzo,(1) 2 000  < 8 000 EUR,14.74,6.9,15.88
2006,(IT) Italy,(292) Abruzzo,(2) 8 000  < 25 000 EUR,5.72,17.0,8.21
2006,(IT) Italy,(292) Abruzzo,(3) 25 000  < 50 000 EUR,14.32,35.5,18.11
2006,(IT) Italy,(292) Abruzzo,(4) 50 000  < 100 000 EUR,33.05,70.4,41.1
2006,(IT) Italy,(292) Abruzzo,(5) 100 000  < 500 000 EUR,53.35,177.9,66.87
2006,(IT) Italy,(320) Sicilia,(1) 2 000  < 8 000 EUR,4.45,6.2,7.88
2006,(IT) Italy,(320) Sicilia,(2) 8 000  < 25 000 EUR,4.29,16.6,7.58
2006,(IT) Italy,(320) Sicilia,(3) 25 000  < 50 000 EUR,11.58,36.0,17.31
2006,(IT) Italy,(320) Sicilia,(4) 50 000  < 100 000 EUR,27.79,71.60000000000001,38.55
2006,(IT) Italy,(320) Sicilia,(5) 100 000  < 500 000 EUR,68.33,212.5,84.10000000000001
2006,(IT) Italy,(320) Sicilia,(6) >= 500 000 EUR,46.89,1432.5,95.49
2006,(IT) Italy,(312) Basilicata,(1) 2 000  < 8 000 EUR,12.35,6.300000000000002,13.74
2006,(IT) Italy,(312) Basilicata,(2) 8 000  < 25 000 EUR,17.96,15.4,20.81
2006,(IT) Italy,(312) Basilicata,(3) 25 000  < 50 000 EUR,36.5,33.9,41.44
2006,(IT) Italy,(312) Basilicata,(4) 50 000  < 100 000 EUR,54.76,68.4,74.38
2006,(IT) Italy,(312) Basilicata,(5) 100 000  < 500 000 EUR,123.55,175.4,148.2
2006,(IT) Italy,(330) Sardegna,(2) 8 000  < 25 000 EUR,12.94,16.8,19.39
2006,(IT) Italy,(330) Sardegna,(3) 25 000  < 50 000 EUR,26.77,37.4,38.78
2006,(IT) Italy,(330) Sardegna,(4) 50 000  < 100 000 EUR,54.01,71.4,73.96000000000001
2006,(IT) Italy,(330) Sardegna,(5) 100 000  < 500 000 EUR,84.37,194.9,112.77
2006,(IT) Italy,(330) Sardegna,(6) >= 500 000 EUR,106.73,1620.3,113.48
2006,(IT) Italy,(311) Puglia,(1) 2 000  < 8 000 EUR,2.92,6.800000000000002,4.72
2006,(IT) Italy,(311) Puglia,(2) 8 000  < 25 000 EUR,5.03,15.2,8.57
2006,(IT) Italy,(311) Puglia,(3) 25 000  < 50 000 EUR,8.59,35.1,15.96
2006,(IT) Italy,(311) Puglia,(4) 50 000  < 100 000 EUR,23.98,70.0,39.92
2006,(IT) Italy,(311) Puglia,(5) 100 000  < 500 000 EUR,39.13,175.5,72.74
2007,(IT) Italy,(221) Valle d'Aosta,(2) 8 000  < 25 000 EUR,7.41,18.1,8.3
2007,(IT) Italy,(221) Valle d'Aosta,(3) 25 000  < 50 000 EUR,15.14,35.1,24.09
2007,(IT) Italy,(221) Valle d'Aosta,(4) 50 000  < 100 000 EUR,34.48,72.0,72.10000000000001
2007,(IT) Italy,(221) Valle d'Aosta,(5) 100 000  < 500 000 EUR,155.18,185.4,180.09
2007,(IT) Italy,(222) Piemonte,(1) 2 000  < 8 000 EUR,2.57,6.6,3.48
2007,(IT) Italy,(222) Piemonte,(2) 8 000  < 25 000 EUR,5.09,17.2,6.6
2007,(IT) Italy,(222) Piemonte,(3) 25 000  < 50 000 EUR,10.3,37.1,14.95
2007,(IT) Italy,(222) Piemonte,(4) 50 000  < 100 000 EUR,21.25,70.3,24.98
2007,(IT) Italy,(222) Piemonte,(5) 100 000  < 500 000 EUR,61.94,207.9,71.57000000000001
2007,(IT) Italy,(222) Piemonte,(6) >= 500 000 EUR,94.66,1249.6,103.62
2007,(IT) Italy,(241) Trentino,(2) 8 000  < 25 000 EUR,0.2,17.9,1.76
2007,(IT) Italy,(241) Trentino,(3) 25 000  < 50 000 EUR,0.05,37.4,2.76
2007,(IT) Italy,(241) Trentino,(4) 50 000  < 100 000 EUR,0.8300000000000002,74.5,7.44
2007,(IT) Italy,(241) Trentino,(5) 100 000  < 500 000 EUR,10.68,172.0,23.74
2007,(IT) Italy,(243) Veneto,(1) 2 000  < 8 000 EUR,3.89,6.2,4.13
2007,(IT) Italy,(243) Veneto,(2) 8 000  < 25 000 EUR,4.79,15.2,6.05
2007,(IT) Italy,(243) Veneto,(3) 25 000  < 50 000 EUR,9.03,35.8,11.52
2007,(IT) Italy,(243) Veneto,(4) 50 000  < 100 000 EUR,16.07,75.3,20.18
2007,(IT) Italy,(243) Veneto,(5) 100 000  < 500 000 EUR,30.78,212.6,38.11
2007,(IT) Italy,(243) Veneto,(6) >= 500 000 EUR,80.82000000000001,1427.9,91.54
2007,(IT) Italy,(242) Alto Adige,(2) 8 000  < 25 000 EUR,0.66,17.6,7.05
2007,(IT) Italy,(242) Alto Adige,(3) 25 000  < 50 000 EUR,0.43,35.3,9.41
2007,(IT) Italy,(242) Alto Adige,(4) 50 000  < 100 000 EUR,0.67,78.7,7.64
2007,(IT) Italy,(242) Alto Adige,(5) 100 000  < 500 000 EUR,0.96,148.1,8.19
2007,(IT) Italy,(230) Lombardia,(2) 8 000  < 25 000 EUR,7.16,17.0,8.48
2007,(IT) Italy,(230) Lombardia,(3) 25 000  < 50 000 EUR,13.54,35.8,15.99
2007,(IT) Italy,(230) Lombardia,(4) 50 000  < 100 000 EUR,20.67,71.8,24.46
2007,(IT) Italy,(230) Lombardia,(5) 100 000  < 500 000 EUR,51.53,227.8,55.46
2007,(IT) Italy,(230) Lombardia,(6) >= 500 000 EUR,95.0,1833.8,97.13
2007,(IT) Italy,(260) EmiliaRomagna,(1) 2 000  < 8 000 EUR,4.29,6.6,4.75
2007,(IT) Italy,(260) Emilia-Romagna,(2) 8 000  < 25 000 EUR,6.76,16.6,7.7
2007,(IT) Italy,(260) Emilia-Romagna,(3) 25 000  < 50 000 EUR,11.75,36.8,14.66
2007,(IT) Italy,(260) Emilia-Romagna,(4) 50 000  < 100 000 EUR,19.93,72.60000000000001,24.22
2007,(IT) Italy,(260) Emilia-Romagna,(5) 100 000  < 500 000 EUR,54.09,216.0,60.18
2007,(IT) Italy,(260) Emilia-Romagna,(6) >= 500 000 EUR,155.19,1504.8,165.6
2007,(IT) Italy,(270) Toscana,(1) 2 000  < 8 000 EUR,4.59,6.4,7.01
2007,(IT) Italy,(270) Toscana,(2) 8 000  < 25 000 EUR,17.58,16.4,20.65
2007,(IT) Italy,(270) Toscana,(3) 25 000  < 50 000 EUR,20.35,38.1,25.91
2007,(IT) Italy,(270) Toscana,(4) 50 000  < 100 000 EUR,36.96,73.2,42.91
2007,(IT) Italy,(270) Toscana,(5) 100 000  < 500 000 EUR,65.57000000000001,208.7,84.99
2007,(IT) Italy,(270) Toscana,(6) >= 500 000 EUR,97.38,1153.7,134.74
2007,(IT) Italy,(244) FriuliVenezia Giulia,(1) 2 000  < 8 000 EUR,5.02,5.9,5.21
2007,(IT) Italy,(244) Friuli-Venezia Giulia,(2) 8 000  < 25 000 EUR,7.57,15.0,8.52
2007,(IT) Italy,(244) Friuli-Venezia Giulia,(3) 25 000  < 50 000 EUR,15.56,37.0,18.27
2007,(IT) Italy,(244) Friuli-Venezia Giulia,(4) 50 000  < 100 000 EUR,27.36,72.7,32.06
2007,(IT) Italy,(244) Friuli-Venezia Giulia,(5) 100 000  < 500 000 EUR,33.38,213.4,44.36
2007,(IT) Italy,(244) Friuli-Venezia Giulia,(6) >= 500 000 EUR,86.48,1068.9,101.66
2007,(IT) Italy,(250) Liguria,(1) 2 000  < 8 000 EUR,2.26,6.800000000000002,3.17
2007,(IT) Italy,(250) Liguria,(2) 8 000  < 25 000 EUR,1.79,15.0,3.28
2007,(IT) Italy,(250) Liguria,(3) 25 000  < 50 000 EUR,1.54,35.6,2.62
2007,(IT) Italy,(250) Liguria,(4) 50 000  < 100 000 EUR,3.06,71.60000000000001,3.4
2007,(IT) Italy,(250) Liguria,(5) 100 000  < 500 000 EUR,9.290000000000001,171.7,9.64
2007,(IT) Italy,(282) Umbria,(1) 2 000  < 8 000 EUR,5.65,6.4,7.35
2007,(IT) Italy,(282) Umbria,(2) 8 000  < 25 000 EUR,10.19,15.3,12.57
2007,(IT) Italy,(282) Umbria,(3) 25 000  < 50 000 EUR,18.0,35.9,22.17
2007,(IT) Italy,(282) Umbria,(4) 50 000  < 100 000 EUR,44.61,70.60000000000001,51.28
2007,(IT) Italy,(282) Umbria,(5) 100 000  < 500 000 EUR,78.7,205.3,95.15
2007,(IT) Italy,(291) Lazio,(1) 2 000  < 8 000 EUR,2.28,7.300000000000002,3.93
2007,(IT) Italy,(291) Lazio,(2) 8 000  < 25 000 EUR,4.29,16.3,6.66
2007,(IT) Italy,(291) Lazio,(3) 25 000  < 50 000 EUR,8.59,35.5,11.68
2007,(IT) Italy,(291) Lazio,(4) 50 000  < 100 000 EUR,21.07,69.2,25.56
2007,(IT) Italy,(291) Lazio,(5) 100 000  < 500 000 EUR,44.76,200.7,56.22
2007,(IT) Italy,(291) Lazio,(6) >= 500 000 EUR,159.8,1042.8,184.09
2007,(IT) Italy,(281) Marche,(1) 2 000  < 8 000 EUR,6.93,6.2,7.43
2007,(IT) Italy,(281) Marche,(2) 8 000  < 25 000 EUR,11.81,15.0,13.0
2007,(IT) Italy,(281) Marche,(3) 25 000  < 50 000 EUR,23.96,34.8,25.71
2007,(IT) Italy,(281) Marche,(4) 50 000  < 100 000 EUR,45.56,71.8,50.06
2007,(IT) Italy,(281) Marche,(5) 100 000  < 500 000 EUR,104.16,210.1,114.1
2007,(IT) Italy,(302) Campania,(1) 2 000  < 8 000 EUR,2.11,6.5,3.18
2007,(IT) Italy,(302) Campania,(2) 8 000  < 25 000 EUR,3.66,15.6,5.49
2007,(IT) Italy,(302) Campania,(3) 25 000  < 50 000 EUR,9.700000000000001,34.9,12.17
2007,(IT) Italy,(302) Campania,(4) 50 000  < 100 000 EUR,9.56,70.0,15.02
2007,(IT) Italy,(302) Campania,(5) 100 000  < 500 000 EUR,14.58,204.3,21.62
2007,(IT) Italy,(302) Campania,(6) >= 500 000 EUR,47.64,1181.9,71.24
2007,(IT) Italy,(303) Calabria,(1) 2 000  < 8 000 EUR,3.0,6.800000000000002,4.27
2007,(IT) Italy,(303) Calabria,(2) 8 000  < 25 000 EUR,2.77,15.7,5.44
2007,(IT) Italy,(303) Calabria,(3) 25 000  < 50 000 EUR,7.12,35.2,12.05
2007,(IT) Italy,(303) Calabria,(4) 50 000  < 100 000 EUR,16.74,71.10000000000001,26.65
2007,(IT) Italy,(303) Calabria,(5) 100 000  < 500 000 EUR,42.89,181.7,73.53
2007,(IT) Italy,(301) Molise,(1) 2 000  < 8 000 EUR,6.23,6.5,7.13
2007,(IT) Italy,(301) Molise,(2) 8 000  < 25 000 EUR,12.18,16.0,13.68
2007,(IT) Italy,(301) Molise,(3) 25 000  < 50 000 EUR,25.93,37.6,28.5
2007,(IT) Italy,(301) Molise,(4) 50 000  < 100 000 EUR,38.7,70.8,43.6
2007,(IT) Italy,(301) Molise,(5) 100 000  < 500 000 EUR,39.94,221.4,50.91
2007,(IT) Italy,(292) Abruzzo,(1) 2 000  < 8 000 EUR,2.81,6.800000000000002,3.95
2007,(IT) Italy,(292) Abruzzo,(2) 8 000  < 25 000 EUR,5.08,16.8,7.35
2007,(IT) Italy,(292) Abruzzo,(3) 25 000  < 50 000 EUR,9.63,35.5,13.94
2007,(IT) Italy,(292) Abruzzo,(4) 50 000  < 100 000 EUR,20.33,66.7,27.39
2007,(IT) Italy,(292) Abruzzo,(5) 100 000  < 500 000 EUR,49.73,194.3,62.9
2007,(IT) Italy,(320) Sicilia,(1) 2 000  < 8 000 EUR,4.24,6.2,7.65
2007,(IT) Italy,(320) Sicilia,(2) 8 000  < 25 000 EUR,3.38,16.9,6.76
2007,(IT) Italy,(320) Sicilia,(3) 25 000  < 50 000 EUR,8.67,35.7,14.33
2007,(IT) Italy,(320) Sicilia,(4) 50 000  < 100 000 EUR,17.62,71.7,27.17
2007,(IT) Italy,(320) Sicilia,(5) 100 000  < 500 000 EUR,44.11,205.4,65.43
2007,(IT) Italy,(320) Sicilia,(6) >= 500 000 EUR,53.24,1204.8,147.82
2007,(IT) Italy,(312) Basilicata,(1) 2 000  < 8 000 EUR,8.78,6.300000000000002,10.22
2007,(IT) Italy,(312) Basilicata,(2) 8 000  < 25 000 EUR,16.02,15.8,18.26
2007,(IT) Italy,(312) Basilicata,(3) 25 000  < 50 000 EUR,21.28,35.3,25.58
2007,(IT) Italy,(312) Basilicata,(4) 50 000  < 100 000 EUR,57.07,68.3,67.72
2007,(IT) Italy,(312) Basilicata,(5) 100 000  < 500 000 EUR,118.23,202.5,136.38
2007,(IT) Italy,(330) Sardegna,(1) 2 000  < 8 000 EUR,8.0,6.4,9.19
2007,(IT) Italy,(330) Sardegna,(2) 8 000  < 25 000 EUR,7.25,17.2,13.66
2007,(IT) Italy,(330) Sardegna,(3) 25 000  < 50 000 EUR,17.24,37.7,26.43
2007,(IT) Italy,(330) Sardegna,(4) 50 000  < 100 000 EUR,30.19,72.60000000000001,44.27
2007,(IT) Italy,(330) Sardegna,(5) 100 000  < 500 000 EUR,69.55,214.7,96.24000000000001
2007,(IT) Italy,(330) Sardegna,(6) >= 500 000 EUR,118.0,876.9000000000001,164.91
2007,(IT) Italy,(311) Puglia,(1) 2 000  < 8 000 EUR,2.68,6.9,4.54
2007,(IT) Italy,(311) Puglia,(2) 8 000  < 25 000 EUR,7.5,15.4,10.67
2007,(IT) Italy,(311) Puglia,(3) 25 000  < 50 000 EUR,9.47,35.1,17.0
2007,(IT) Italy,(311) Puglia,(4) 50 000  < 100 000 EUR,16.51,71.4,30.65
2007,(IT) Italy,(311) Puglia,(5) 100 000  < 500 000 EUR,50.85,190.3,80.7
2008,(IT) Italy,(221) Valle d'Aosta,(2) 8 000  < 25 000 EUR,3.53,19.0,11.12
2008,(IT) Italy,(221) Valle d'Aosta,(3) 25 000  < 50 000 EUR,7.33,37.6,34.81
2008,(IT) Italy,(221) Valle d'Aosta,(4) 50 000  < 100 000 EUR,9.07,69.60000000000001,85.89
2008,(IT) Italy,(221) Valle d'Aosta,(5) 100 000  < 500 000 EUR,13.94,137.3,252.51
2008,(IT) Italy,(222) Piemonte,(2) 8 000  < 25 000 EUR,5.47,18.3,6.85
2008,(IT) Italy,(222) Piemonte,(3) 25 000  < 50 000 EUR,9.26,36.5,18.4
2008,(IT) Italy,(222) Piemonte,(4) 50 000  < 100 000 EUR,21.28,72.7,35.95
2008,(IT) Italy,(222) Piemonte,(5) 100 000  < 500 000 EUR,50.69,198.0,73.76
2008,(IT) Italy,(222) Piemonte,(6) >= 500 000 EUR,72.42,1149.8,78.02
2008,(IT) Italy,(241) Trentino,(2) 8 000  < 25 000 EUR,0.85,16.5,1.67
2008,(IT) Italy,(241) Trentino,(3) 25 000  < 50 000 EUR,1.35,36.4,3.12
2008,(IT) Italy,(241) Trentino,(4) 50 000  < 100 000 EUR,2.33,76.3,6.51
2008,(IT) Italy,(241) Trentino,(5) 100 000  < 500 000 EUR,6.59,166.3,22.51
2008,(IT) Italy,(243) Veneto,(1) 2 000  < 8 000 EUR,3.7,6.4,3.97
2008,(IT) Italy,(243) Veneto,(2) 8 000  < 25 000 EUR,5.52,15.7,6.68
2008,(IT) Italy,(243) Veneto,(3) 25 000  < 50 000 EUR,8.06,35.9,10.41
2008,(IT) Italy,(243) Veneto,(4) 50 000  < 100 000 EUR,15.69,73.8,19.05
2008,(IT) Italy,(243) Veneto,(5) 100 000  < 500 000 EUR,29.98,216.4,38.89
2008,(IT) Italy,(243) Veneto,(6) >= 500 000 EUR,67.05,1395.4,73.63
2008,(IT) Italy,(242) Alto Adige,(2) 8 000  < 25 000 EUR,5.45,18.8,5.7
2008,(IT) Italy,(242) Alto Adige,(3) 25 000  < 50 000 EUR,6.27,35.1,7.03
2008,(IT) Italy,(242) Alto Adige,(4) 50 000  < 100 000 EUR,5.8,73.3,8.13
2008,(IT) Italy,(242) Alto Adige,(5) 100 000  < 500 000 EUR,1.65,151.5,7.93
2008,(IT) Italy,(230) Lombardia,(2) 8 000  < 25 000 EUR,7.81,17.0,8.34
2008,(IT) Italy,(230) Lombardia,(3) 25 000  < 50 000 EUR,13.47,36.8,15.8
2008,(IT) Italy,(230) Lombardia,(4) 50 000  < 100 000 EUR,24.49,74.5,29.12
2008,(IT) Italy,(230) Lombardia,(5) 100 000  < 500 000 EUR,38.94,213.6,50.32
2008,(IT) Italy,(230) Lombardia,(6) >= 500 000 EUR,71.08,1931.4,71.33
2008,(IT) Italy,(260) EmiliaRomagna,(1) 2 000  < 8 000 EUR,4.56,6.9,5.100000000000001
2008,(IT) Italy,(260) Emilia-Romagna,(2) 8 000  < 25 000 EUR,7.14,16.2,8.1
2008,(IT) Italy,(260) Emilia-Romagna,(3) 25 000  < 50 000 EUR,11.89,36.3,14.11
2008,(IT) Italy,(260) Emilia-Romagna,(4) 50 000  < 100 000 EUR,18.83,72.0,23.17
2008,(IT) Italy,(260) Emilia-Romagna,(5) 100 000  < 500 000 EUR,42.75,212.8,49.18
2008,(IT) Italy,(260) Emilia-Romagna,(6) >= 500 000 EUR,143.88,1688.7,155.23
2008,(IT) Italy,(270) Toscana,(1) 2 000  < 8 000 EUR,4.55,6.4,6.43
2008,(IT) Italy,(270) Toscana,(2) 8 000  < 25 000 EUR,11.63,15.7,14.2
2008,(IT) Italy,(270) Toscana,(3) 25 000  < 50 000 EUR,21.24,37.5,25.73
2008,(IT) Italy,(270) Toscana,(4) 50 000  < 100 000 EUR,35.01,73.8,40.77
2008,(IT) Italy,(270) Toscana,(5) 100 000  < 500 000 EUR,63.69,199.4,80.11
2008,(IT) Italy,(270) Toscana,(6) >= 500 000 EUR,37.95,1324.1,72.91
2008,(IT) Italy,(244) FriuliVenezia Giulia,(1) 2 000  < 8 000 EUR,4.9,6.1,5.100000000000001
2008,(IT) Italy,(244) Friuli-Venezia Giulia,(2) 8 000  < 25 000 EUR,7.55,15.5,8.39
2008,(IT) Italy,(244) Friuli-Venezia Giulia,(3) 25 000  < 50 000 EUR,12.55,37.3,15.13
2008,(IT) Italy,(244) Friuli-Venezia Giulia,(4) 50 000  < 100 000 EUR,28.17,74.10000000000001,32.15
2008,(IT) Italy,(244) Friuli-Venezia Giulia,(5) 100 000  < 500 000 EUR,34.2,207.8,42.52
2008,(IT) Italy,(244) Friuli-Venezia Giulia,(6) >= 500 000 EUR,80.02,5309.400000000001,90.88
2008,(IT) Italy,(250) Liguria,(1) 2 000  < 8 000 EUR,0.94,6.9,1.91
2008,(IT) Italy,(250) Liguria,(2) 8 000  < 25 000 EUR,2.03,15.0,3.33
2008,(IT) Italy,(250) Liguria,(3) 25 000  < 50 000 EUR,1.74,35.4,2.43
2008,(IT) Italy,(250) Liguria,(4) 50 000  < 100 000 EUR,3.59,72.0,4.26
2008,(IT) Italy,(250) Liguria,(5) 100 000  < 500 000 EUR,9.9,171.0,10.31
2008,(IT) Italy,(282) Umbria,(1) 2 000  < 8 000 EUR,5.78,6.1,6.97
2008,(IT) Italy,(282) Umbria,(2) 8 000  < 25 000 EUR,10.77,14.6,13.54
2008,(IT) Italy,(282) Umbria,(3) 25 000  < 50 000 EUR,20.3,36.7,26.6
2008,(IT) Italy,(282) Umbria,(4) 50 000  < 100 000 EUR,53.72,69.5,59.96
2008,(IT) Italy,(282) Umbria,(5) 100 000  < 500 000 EUR,86.43,209.0,101.38
2008,(IT) Italy,(291) Lazio,(2) 8 000  < 25 000 EUR,3.67,16.6,6.22
2008,(IT) Italy,(291) Lazio,(3) 25 000  < 50 000 EUR,6.87,37.5,12.04
2008,(IT) Italy,(291) Lazio,(4) 50 000  < 100 000 EUR,18.64,71.8,24.26
2008,(IT) Italy,(291) Lazio,(5) 100 000  < 500 000 EUR,41.48,212.4,54.09
2008,(IT) Italy,(291) Lazio,(6) >= 500 000 EUR,125.37,756.8000000000002,131.04
2008,(IT) Italy,(281) Marche,(1) 2 000  < 8 000 EUR,5.9,6.300000000000002,6.51
2008,(IT) Italy,(281) Marche,(2) 8 000  < 25 000 EUR,11.12,15.3,12.61
2008,(IT) Italy,(281) Marche,(3) 25 000  < 50 000 EUR,25.01,37.0,26.96
2008,(IT) Italy,(281) Marche,(4) 50 000  < 100 000 EUR,46.44,71.10000000000001,52.55
2008,(IT) Italy,(281) Marche,(5) 100 000  < 500 000 EUR,50.1,194.0,61.29
2008,(IT) Italy,(302) Campania,(1) 2 000  < 8 000 EUR,1.65,6.4,2.99
2008,(IT) Italy,(302) Campania,(2) 8 000  < 25 000 EUR,3.49,15.4,5.69
2008,(IT) Italy,(302) Campania,(3) 25 000  < 50 000 EUR,9.43,35.8,13.71
2008,(IT) Italy,(302) Campania,(4) 50 000  < 100 000 EUR,9.34,72.10000000000001,15.76
2008,(IT) Italy,(302) Campania,(5) 100 000  < 500 000 EUR,10.89,201.4,17.89
2008,(IT) Italy,(302) Campania,(6) >= 500 000 EUR,20.64,1397.9,78.48
2008,(IT) Italy,(303) Calabria,(2) 8 000  < 25 000 EUR,2.51,15.7,5.18
2008,(IT) Italy,(303) Calabria,(3) 25 000  < 50 000 EUR,4.48,34.0,13.64
2008,(IT) Italy,(303) Calabria,(4) 50 000  < 100 000 EUR,13.92,69.4,34.17
2008,(IT) Italy,(303) Calabria,(5) 100 000  < 500 000 EUR,26.15,171.9,58.24
2008,(IT) Italy,(301) Molise,(1) 2 000  < 8 000 EUR,6.75,6.7,7.54
2008,(IT) Italy,(301) Molise,(2) 8 000  < 25 000 EUR,12.51,16.8,14.42
2008,(IT) Italy,(301) Molise,(3) 25 000  < 50 000 EUR,18.38,35.3,21.17
2008,(IT) Italy,(301) Molise,(4) 50 000  < 100 000 EUR,34.49,70.10000000000001,40.39
2008,(IT) Italy,(301) Molise,(5) 100 000  < 500 000 EUR,50.73,191.1,62.47
2008,(IT) Italy,(301) Molise,(6) >= 500 000 EUR,33.5,1667.5,37.35
2008,(IT) Italy,(292) Abruzzo,(2) 8 000  < 25 000 EUR,4.67,15.8,6.83
2008,(IT) Italy,(292) Abruzzo,(3) 25 000  < 50 000 EUR,8.53,34.2,12.65
2008,(IT) Italy,(292) Abruzzo,(4) 50 000  < 100 000 EUR,18.38,71.2,28.36
2008,(IT) Italy,(292) Abruzzo,(5) 100 000  < 500 000 EUR,52.45,182.9,55.49
2008,(IT) Italy,(292) Abruzzo,(6) >= 500 000 EUR,114.01,2563.6,117.89
2008,(IT) Italy,(320) Sicilia,(1) 2 000  < 8 000 EUR,3.25,6.800000000000002,5.26
2008,(IT) Italy,(320) Sicilia,(2) 8 000  < 25 000 EUR,3.31,15.1,7.11
2008,(IT) Italy,(320) Sicilia,(3) 25 000  < 50 000 EUR,8.55,35.2,18.28
2008,(IT) Italy,(320) Sicilia,(4) 50 000  < 100 000 EUR,19.77,73.7,34.81
2008,(IT) Italy,(320) Sicilia,(5) 100 000  < 500 000 EUR,46.87,215.0,79.4
2008,(IT) Italy,(320) Sicilia,(6) >= 500 000 EUR,84.62,1279.9,120.37
2008,(IT) Italy,(312) Basilicata,(1) 2 000  < 8 000 EUR,10.16,6.1,11.3
2008,(IT) Italy,(312) Basilicata,(2) 8 000  < 25 000 EUR,19.1,16.3,24.46
2008,(IT) Italy,(312) Basilicata,(3) 25 000  < 50 000 EUR,20.52,37.0,30.88
2008,(IT) Italy,(312) Basilicata,(4) 50 000  < 100 000 EUR,53.36,71.10000000000001,78.57000000000001
2008,(IT) Italy,(312) Basilicata,(5) 100 000  < 500 000 EUR,87.59,202.7,137.0
2008,(IT) Italy,(330) Sardegna,(2) 8 000  < 25 000 EUR,10.49,16.4,18.19
2008,(IT) Italy,(330) Sardegna,(3) 25 000  < 50 000 EUR,13.82,36.5,27.4
2008,(IT) Italy,(330) Sardegna,(4) 50 000  < 100 000 EUR,23.81,71.60000000000001,46.01
2008,(IT) Italy,(330) Sardegna,(5) 100 000  < 500 000 EUR,58.44,192.3,90.88
2008,(IT) Italy,(311) Puglia,(1) 2 000  < 8 000 EUR,3.84,7.2,5.82
2008,(IT) Italy,(311) Puglia,(2) 8 000  < 25 000 EUR,7.18,16.1,10.59
2008,(IT) Italy,(311) Puglia,(3) 25 000  < 50 000 EUR,7.94,34.9,16.55
2008,(IT) Italy,(311) Puglia,(4) 50 000  < 100 000 EUR,17.02,70.2,30.16
